"examCode","scenarioDescription","toolboxServices","correctPipelineOrder","hint","hint2","explanation"
"DEA-C01","A retail company streams clickstream data from their website at 500,000 events per second. They need to ingest this data in real-time, transform it by enriching each event with product category lookups, and load the processed data into a data warehouse for hourly business intelligence reporting.","Amazon Kinesis Data Streams|Amazon Kinesis Data Firehose|AWS Glue|Amazon Redshift|Amazon DynamoDB|Amazon EMR|Amazon S3","Amazon Kinesis Data Streams|AWS Lambda|Amazon Kinesis Data Firehose|Amazon Redshift","High-volume real-time event ingestion at this scale requires a streaming service with configurable shard capacity.","After transformation, a delivery stream can batch and load data directly into the data warehouse without custom code.","Amazon Kinesis Data Streams ingests the high-volume clickstream data with configurable shards to handle 500K events/sec. AWS Lambda performs inline transformation to enrich events with product category lookups. Amazon Kinesis Data Firehose buffers the transformed records and delivers them in batches directly to Amazon Redshift, which serves as the data warehouse for hourly BI reporting."
"DEA-C01","A healthcare company receives thousands of CSV and JSON files daily from hospital partners into an S3 data lake. They need to automatically discover the schema of new files, catalog them with metadata, and make the data queryable using standard SQL without loading it into a database.","AWS Glue Crawler|AWS Glue Data Catalog|Amazon Athena|Amazon Redshift|Amazon RDS|AWS Lake Formation|Amazon EMR","Amazon S3|AWS Glue Crawler|AWS Glue Data Catalog|Amazon Athena","An automated crawler can scan files in S3 and infer their schema without any manual configuration.","After cataloging, a serverless query engine lets you run SQL directly against S3 data without loading it anywhere.","Files land in Amazon S3 as the data lake storage layer. AWS Glue Crawler automatically scans the new CSV and JSON files, infers their schemas, and registers table definitions in the AWS Glue Data Catalog as the central metadata repository. Amazon Athena then queries the cataloged data directly in S3 using standard SQL — no data loading or database provisioning required, making it the ideal serverless query-in-place solution."
"DEA-C01","A financial services firm needs to build a nightly batch ETL pipeline that extracts transaction data from an Amazon RDS PostgreSQL database, applies complex transformations including deduplication, currency conversion, and aggregation, then loads the results into Amazon Redshift for analyst consumption.","AWS Glue ETL|AWS Glue Data Catalog|Amazon Redshift|AWS Step Functions|Amazon EMR|AWS Lambda|Amazon Kinesis","Amazon RDS|AWS Glue ETL|Amazon Redshift","AWS offers a fully managed, serverless ETL service that natively connects to JDBC sources like PostgreSQL.","The ETL service uses Apache Spark under the hood and supports PySpark scripts for complex transformations.","Data is extracted from Amazon RDS PostgreSQL using AWS Glue ETL's native JDBC connectivity. AWS Glue ETL runs serverless Apache Spark jobs that perform the complex transformations — deduplication via groupBy operations, currency conversion through mapping functions, and aggregations — all without managing infrastructure. The transformed data is loaded directly into Amazon Redshift using Glue's built-in Redshift connector for analyst consumption."
"DEA-C01","A media company wants to build a governed data lake where different departments (marketing, finance, engineering) can only access the specific tables and columns they are authorized to see. They need centralized permission management, column-level security, and automatic data encryption.","AWS Lake Formation|Amazon S3|AWS Glue Data Catalog|AWS IAM|Amazon Macie|Amazon Redshift|AWS KMS","Amazon S3|AWS Lake Formation|AWS Glue Data Catalog","A purpose-built data lake governance service provides fine-grained access control beyond what IAM policies alone can achieve.","This service manages table-level and column-level permissions centrally, replacing complex S3 bucket policies.","Amazon S3 stores the raw data lake files as the storage foundation. AWS Lake Formation provides centralized governance with fine-grained permissions including column-level security, row-level filtering, and automatic encryption — it simplifies access control that would otherwise require hundreds of complex IAM and S3 policies. The AWS Glue Data Catalog serves as the metadata layer that Lake Formation governs, enabling departments to discover only the tables and columns they are authorized to access."
"DEA-C01","An IoT company collects sensor readings from 100,000 factory devices. The data must be ingested in near-real-time, converted from JSON to Parquet format for cost-efficient querying, and stored in S3 partitioned by date. Analysts need to query the data within 15 minutes of arrival.","Amazon Kinesis Data Firehose|Amazon S3|Amazon Athena|AWS Glue|Amazon Kinesis Data Streams|Amazon Redshift|Amazon DynamoDB","Amazon Kinesis Data Firehose|Amazon S3|Amazon Athena","A managed delivery service can automatically convert JSON to Parquet and partition data by date during delivery to S3.","Firehose natively supports format conversion using the Glue Data Catalog schema without requiring a separate ETL job.","Amazon Kinesis Data Firehose ingests the sensor data in near-real-time and performs automatic format conversion from JSON to Parquet using the AWS Glue Data Catalog schema definition, while also applying dynamic partitioning by date during delivery. Data lands in Amazon S3 already in columnar Parquet format with date-based partitions, optimized for cost-efficient querying. Amazon Athena queries the partitioned Parquet data directly in S3 within the 15-minute SLA using partition pruning for fast performance."
"DEA-C01","A data engineering team needs to orchestrate a complex multi-step data pipeline: first run a Glue Crawler, then execute a Glue ETL job, then trigger a Redshift COPY command, and finally send a success notification. If any step fails, the entire pipeline should halt and alert the team.","AWS Step Functions|AWS Glue Workflow|Amazon EventBridge|AWS Lambda|Amazon SNS|Amazon SQS|Apache Airflow (MWAA)","AWS Step Functions|AWS Glue Crawler|AWS Glue ETL|Amazon Redshift|Amazon SNS","A serverless workflow orchestration service can coordinate multiple AWS services with built-in error handling and visual monitoring.","This service uses state machine definitions with native integrations for Glue, Redshift, and SNS — no custom code needed.","AWS Step Functions orchestrates the entire pipeline as a state machine with native service integrations — it triggers the Glue Crawler, waits for completion, then executes the Glue ETL job, followed by the Redshift COPY command via the Redshift Data API. Each step includes built-in error handling that halts the pipeline on failure. Amazon SNS sends the success or failure notification to the team, completing the observable, fault-tolerant orchestration pattern."
"DEA-C01","A company needs to migrate their on-premises Oracle data warehouse to Amazon Redshift. The initial dataset is 50 TB, and after the full migration, they need ongoing Change Data Capture (CDC) to keep Redshift synchronized with the Oracle source as transactions occur.","AWS Database Migration Service|AWS Schema Conversion Tool|Amazon Redshift|Amazon S3|AWS Glue|Amazon RDS|AWS DataSync","AWS Schema Conversion Tool|AWS Database Migration Service|Amazon S3|Amazon Redshift","Before migrating data, the Oracle schema (tables, views, stored procedures) must be converted to Redshift-compatible DDL.","DMS supports ongoing CDC replication that captures changes from Oracle redo logs and applies them continuously.","AWS Schema Conversion Tool first converts the Oracle schema objects (tables, views, procedures) to Amazon Redshift-compatible DDL. AWS Database Migration Service performs the full 50 TB initial load and then enables ongoing CDC replication by reading Oracle redo logs. Data stages through Amazon S3 as an intermediate landing zone before being loaded into Amazon Redshift using the COPY command, which is the most efficient bulk loading pattern for Redshift."
"DEA-C01","A data team needs to process 20 TB of raw log files stored in S3 using Apache Spark. They require full control over Spark cluster configuration, need to use custom Spark libraries, and want to run both batch and interactive Spark sessions with Jupyter notebooks.","Amazon EMR|AWS Glue ETL|Amazon Athena|Amazon Redshift|AWS Lambda|Amazon EC2|Amazon SageMaker","Amazon S3|Amazon EMR|Amazon S3","When you need full control over Spark cluster configuration and custom libraries, a managed Hadoop/Spark service is the right choice over serverless ETL.","This service supports EMR Notebooks (Jupyter) for interactive Spark sessions alongside batch job submissions.","Raw log files are read from Amazon S3 as the data lake source. Amazon EMR provides the fully managed Spark cluster with complete control over configuration, custom library installation, and both batch (spark-submit) and interactive (EMR Notebooks/Jupyter) processing modes — this level of control is not available in serverless Glue ETL. Processed results are written back to Amazon S3 in optimized formats for downstream consumption."
"DEA-C01","An e-commerce company needs to capture every change (insert, update, delete) made to their Amazon DynamoDB orders table and replicate those changes into an S3 data lake in near-real-time for analytics. The changes must maintain their chronological order.","Amazon DynamoDB Streams|AWS Lambda|Amazon Kinesis Data Firehose|Amazon S3|AWS Glue|Amazon Kinesis Data Streams|Amazon SQS","Amazon DynamoDB Streams|AWS Lambda|Amazon Kinesis Data Firehose|Amazon S3","DynamoDB has a built-in feature that captures an ordered log of every item-level change in the table.","A serverless function reads from the change stream and forwards records to a delivery service for S3 landing.","Amazon DynamoDB Streams captures every insert, update, and delete as an ordered, chronological stream of change records. AWS Lambda consumes the stream events, transforms them into the desired format, and pushes them to Amazon Kinesis Data Firehose. Firehose buffers and delivers the change records to Amazon S3 in batches, building the near-real-time data lake replica that maintains the chronological order of all DynamoDB changes."
"DEA-C01","A company stores 500 TB of historical data in S3 in CSV format. Analysts complain that Athena queries are extremely slow and expensive. The data engineering team needs to optimize the data format and organization to reduce query time by 90% and costs by 80% without changing the query engine.","AWS Glue ETL|Amazon S3|Amazon Athena|AWS Glue Data Catalog|Amazon Redshift|Amazon EMR|AWS Lambda","Amazon S3|AWS Glue ETL|Amazon S3|AWS Glue Data Catalog|Amazon Athena","Converting from row-based CSV to a columnar format like Parquet dramatically reduces the amount of data Athena must scan.","Partitioning the data by commonly filtered columns (like date) enables Athena to skip irrelevant data entirely.","The original CSV data in Amazon S3 is processed by AWS Glue ETL, which converts it to compressed Apache Parquet format (columnar, splittable) and writes it back to S3 with partition keys based on common query filters like date. The AWS Glue Data Catalog registers the new partitioned Parquet tables with their schema and partition metadata. Amazon Athena queries the optimized data, achieving ~90% faster performance through columnar pruning and partition elimination, and ~80% cost reduction because Athena charges per byte scanned."
"DEA-C01","A logistics company needs to join a real-time GPS tracking stream from delivery trucks with a static reference table of warehouse locations stored in S3. The enriched data must be available for dashboard visualization within 60 seconds of the GPS event occurring.","Amazon Kinesis Data Analytics (Apache Flink)|Amazon Kinesis Data Streams|Amazon S3|Amazon OpenSearch Service|Amazon Redshift|AWS Glue Streaming|Amazon DynamoDB","Amazon Kinesis Data Streams|Amazon Kinesis Data Analytics (Apache Flink)|Amazon OpenSearch Service","A managed Apache Flink service can perform real-time SQL joins between streaming data and reference tables.","The enriched output needs a search and analytics engine optimized for real-time dashboards with sub-second query latency.","Amazon Kinesis Data Streams ingests the real-time GPS events from delivery trucks. Amazon Kinesis Data Analytics (Apache Flink) performs the streaming join between the GPS events and the static warehouse reference table loaded from S3, enriching each event in real-time. The enriched data is written to Amazon OpenSearch Service, which powers real-time dashboards with sub-second query latency, meeting the 60-second end-to-end SLA."
"DEA-C01","A data team needs to implement a Slowly Changing Dimension Type 2 (SCD2) pattern for their customer dimension table. When a customer's address changes, the old record must be expired with an end date and a new record inserted with the updated address, preserving full history in their data lake.","AWS Glue ETL|Apache Hudi|Amazon S3|AWS Lake Formation|Amazon Redshift|Delta Lake|Apache Iceberg","Amazon S3|AWS Glue ETL|Apache Hudi|Amazon S3","Standard S3 files are immutable — you need an open table format that supports record-level upserts and time-travel queries.","This table format supports MERGE operations that can expire old records and insert new ones atomically in a data lake.","Source data resides in Amazon S3. AWS Glue ETL processes the incoming customer changes and uses Apache Hudi's MERGE (upsert) capability to implement the SCD2 pattern — it expires old records by setting end dates and inserts new records with updated addresses in a single atomic operation. Hudi manages the underlying S3 files with copy-on-write or merge-on-read strategies, preserving full history with time-travel query support that standard Parquet files on S3 cannot provide."
"DEA-C01","A company needs to build a data mesh architecture where each business domain (sales, marketing, operations) publishes their data as discoverable products. They need centralized governance with decentralized ownership, cross-account data sharing, and fine-grained access controls.","AWS Lake Formation|AWS Glue Data Catalog|Amazon S3|AWS RAM (Resource Access Manager)|Amazon DataZone|AWS IAM|Amazon Redshift","Amazon S3|AWS Glue Data Catalog|AWS Lake Formation|Amazon DataZone","Each domain stores their data products in their own S3 buckets, maintaining decentralized ownership.","AWS recently launched a service specifically designed for data mesh governance, discovery, and cross-domain data sharing.","Each domain stores data products in their own Amazon S3 buckets, maintaining decentralized ownership. AWS Glue Data Catalog provides the metadata layer for each domain's tables and schemas. AWS Lake Formation enforces fine-grained access controls including column-level and row-level security across accounts. Amazon DataZone provides the data mesh governance layer with a business data catalog, enabling domains to publish discoverable data products and consumers to request access through a self-service portal with approval workflows."
"DEA-C01","A data engineering team needs to deduplicate records arriving in their S3 data lake. The same customer record may arrive multiple times from different source systems with slightly different timestamps. They need exactly-once semantics and the ability to query only the latest version of each record.","Apache Iceberg|Amazon S3|Amazon Athena|AWS Glue ETL|Apache Hudi|Amazon Redshift|AWS Lambda","Amazon S3|AWS Glue ETL|Apache Iceberg|Amazon Athena","An open table format with MERGE support can deduplicate records by primary key during write operations.","Apache Iceberg supports row-level deletes and upserts, enabling exactly-once deduplication in a data lake.","Duplicate records land in Amazon S3 from multiple source systems. AWS Glue ETL processes the incoming records and uses Apache Iceberg's MERGE INTO statement to deduplicate by primary key — matching existing records and updating them or inserting new ones, achieving exactly-once semantics. Amazon Athena queries the Iceberg table and always sees only the latest version of each record through Iceberg's snapshot isolation, without needing to handle deduplication at query time."
"DEA-C01","A company needs to implement data quality checks in their ETL pipeline. Before loading data into Redshift, they must validate that no column has more than 5% null values, all email addresses match a regex pattern, and referential integrity is maintained between order and customer tables.","AWS Glue Data Quality|AWS Glue ETL|Amazon Redshift|Amazon S3|AWS Lambda|Amazon CloudWatch|Great Expectations","Amazon S3|AWS Glue ETL|AWS Glue Data Quality|Amazon Redshift","AWS Glue has a built-in feature specifically for defining and evaluating data quality rules using DQDL (Data Quality Definition Language).","Data quality checks run as part of the Glue ETL job, halting the pipeline before bad data reaches the warehouse.","Source data is read from Amazon S3. AWS Glue ETL processes and transforms the data as part of the pipeline. AWS Glue Data Quality evaluates rules written in DQDL — including null percentage thresholds (Completeness), regex pattern matching (ColumnValues), and referential integrity checks (ReferentialIntegrity) — and can halt the pipeline or quarantine failing records before they reach the target. Only validated data is loaded into Amazon Redshift, ensuring warehouse data quality."
"DEA-C01","A company has a Redshift data warehouse and needs to enable data analysts to query both the structured warehouse data AND unstructured data sitting in their S3 data lake using a single SQL query, without moving or copying any data between the two systems.","Amazon Redshift|Amazon Redshift Spectrum|Amazon S3|AWS Glue Data Catalog|Amazon Athena|Amazon EMR|AWS Lake Formation","AWS Glue Data Catalog|Amazon Redshift Spectrum|Amazon Redshift","The S3 data lake tables must be cataloged before any external query engine can discover and query them.","A Redshift feature allows you to create external schemas that reference Glue Data Catalog databases for federated queries.","AWS Glue Data Catalog catalogs the S3 data lake tables with their schemas and partition information. Amazon Redshift Spectrum creates an external schema referencing the Glue Data Catalog, enabling Redshift to query S3 data directly without loading it. Analysts write a single SQL query in Amazon Redshift that joins local Redshift tables with Spectrum external tables, seamlessly combining warehouse and data lake data without any data movement or duplication."
"DEA-C01","A streaming media company needs to build a real-time recommendation pipeline. User watch events must be captured, sessionized into viewing sessions with a 30-minute inactivity gap, and the session summaries must be written to a feature store for the ML recommendation model.","Amazon Kinesis Data Streams|Amazon Managed Service for Apache Flink|Amazon SageMaker Feature Store|AWS Lambda|Amazon DynamoDB|Amazon Kinesis Data Firehose|Amazon S3","Amazon Kinesis Data Streams|Amazon Managed Service for Apache Flink|Amazon SageMaker Feature Store","Sessionization with inactivity gap detection requires a stream processing engine that supports event-time windowing.","Apache Flink's session windows automatically group events by key with a configurable inactivity timeout.","Amazon Kinesis Data Streams captures the real-time user watch events. Amazon Managed Service for Apache Flink performs sessionization using Flink's session windows with a 30-minute gap — it groups events by user ID and automatically closes a session when no new event arrives within the gap, computing session summaries like total watch time and content list. The session features are written to Amazon SageMaker Feature Store for low-latency retrieval by the ML recommendation model."
"DEA-C01","A data team manages 10,000 Glue ETL jobs across 20 AWS accounts. They need to standardize job configurations, enforce tagging policies, version control their ETL scripts, and promote jobs from development to staging to production environments with approval gates.","AWS Glue|AWS CodePipeline|AWS CodeCommit|AWS CloudFormation|AWS Step Functions|AWS Service Catalog|Terraform","AWS CodeCommit|AWS CloudFormation|AWS CodePipeline","ETL scripts and infrastructure definitions should be stored in version control as the single source of truth.","Infrastructure as Code templates define standardized Glue job configurations with enforced tagging policies.","AWS CodeCommit stores the Glue ETL scripts and CloudFormation templates in version-controlled repositories as the single source of truth. AWS CloudFormation defines standardized Glue job configurations as Infrastructure as Code, enforcing consistent tagging policies, IAM roles, and resource settings across all 20 accounts. AWS CodePipeline orchestrates the CI/CD promotion from dev → staging → production with manual approval gates between stages, ensuring governed, repeatable deployments."
"DEA-C01","A company needs to mask personally identifiable information (PII) like Social Security numbers and credit card numbers in their data lake before analysts can access it. The masking must be applied dynamically at query time so the raw data remains intact for authorized compliance users.","AWS Lake Formation|Amazon S3|Amazon Athena|AWS Glue Data Catalog|Amazon Macie|AWS Glue ETL|AWS KMS","Amazon S3|AWS Glue Data Catalog|AWS Lake Formation|Amazon Athena","Dynamic data masking at query time means the raw data is never physically altered — permissions control what each user sees.","Lake Formation supports cell-level security and column masking that applies different views based on the querying user's permissions.","Raw data with PII resides in Amazon S3 unchanged. The AWS Glue Data Catalog catalogs the tables and identifies PII columns. AWS Lake Formation applies dynamic column-level masking rules — analysts see masked SSNs and credit card numbers while authorized compliance users see the raw values, all from the same underlying data. Amazon Athena queries respect the Lake Formation masking policies, returning different results based on the querying user's granted permissions without any physical data transformation."
"DEA-C01","A company needs to incrementally load only new and changed records from a 10 TB Amazon RDS MySQL database into their S3 data lake every hour. They cannot use CDC/binlog replication due to DBA restrictions, and must use a bookmark-based approach to track which records have already been processed.","AWS Glue ETL|AWS Glue Job Bookmarks|Amazon S3|Amazon RDS|AWS Database Migration Service|AWS Lambda|Amazon Kinesis","Amazon RDS|AWS Glue ETL|AWS Glue Job Bookmarks|Amazon S3","Glue has a built-in feature that tracks previously processed data so each job run only picks up new records.","Job bookmarks use the primary key or a timestamp column to remember the high-water mark from the last successful run.","Amazon RDS MySQL is the source database. AWS Glue ETL connects via JDBC and extracts records using a timestamp or auto-increment column as the incremental key. AWS Glue Job Bookmarks automatically track the high-water mark from each successful run, ensuring the next hourly execution only processes new and changed records since the last bookmark — eliminating duplicate processing without CDC. The incremental data is appended to Amazon S3 in the data lake, building up the complete dataset over time."
